state_county,nursing_home_count,overall_rating,health_insp_rating,qm_rating,longstay_qm_rating,shortstay_qm_rating,staffing_rating,rn_staffing_rating,nursing_turnover,rn_turnover,admin_turnover,nurse_aide_hrspres,lpn_hrspres,rn_hrspres,total_nurse_hrspres,total_weighted_health_survey_score,reported_incidents,substantiated_complaints,infection_control_citations,num_fines,fines_dollar_total,num_payment_denials,total_penalties
"MO, Lawrence",4,2.0,3.0,2.25,2.0,2.67,1.0,1.0,60.55,80.0,1.0,3.04,0.74,0.3,4.11,50.4165,7,4,6.0,19,99946.3,0,19
"MO, Butler",5,3.0,3.2,3.0,3.2,2.25,2.2,2.6,70.06,61.28,0.8,2.14,0.64,0.56,3.35,49.2,1,17,2.0,2,13000.0,1,3
"MO, Adair",2,1.5,1.5,3.0,2.5,3.5,3.0,1.5,50.9,25.0,0.0,3.31,1.43,0.3,4.99,94.8335,1,23,3.0,1,117278.2,0,1
"MO, Franklin",9,3.78,3.44,3.11,3.0,2.83,2.5,2.75,49.08,41.92,0.71,1.88,0.86,0.63,3.31,36.81477777777778,3,13,2.0,19,58550.64,0,19
"MO, Cole",8,3.12,3.38,2.62,3.0,2.67,2.71,2.71,60.4,46.85,0.25,2.34,0.84,0.64,3.78,40.958375000000004,0,32,3.0,7,31333.25,0,7
"MO, New Madrid",6,2.33,3.0,3.17,3.0,3.4,1.5,1.5,58.23,61.45,1.0,2.26,0.68,0.34,3.27,41.611,2,6,1.0,17,42768.020000000004,0,17
"MO, Pemiscot",3,2.33,2.67,2.33,2.33,1.5,2.33,2.0,73.2,71.65,0.0,2.49,1.49,0.48,4.49,47.55533333333333,2,11,1.0,4,18608.85,0,4
"MO, Jefferson",11,3.64,3.91,3.27,3.36,2.8,2.1,2.3,57.06,55.65,0.62,2.21,0.67,0.5,3.36,29.393909090909094,1,14,3.0,47,113934.40000000001,0,47
"MO, Phelps",6,2.67,2.67,2.67,3.4,1.6,2.83,3.0,53.3,51.18,1.0,2.04,0.67,0.96,3.94,82.9445,1,7,6.0,13,126247.01,2,15
"MO, Sullivan",1,3.0,4.0,4.0,4.0,,1.0,1.0,,,,1.28,0.47,0.16,1.91,32.667,0,1,0.0,1,650.0,0,1
"MO, Hickory",1,3.0,4.0,4.0,4.0,,1.0,1.0,60.9,69.2,1.0,2.44,0.44,0.51,3.39,27.333,2,0,0.0,0,0.0,0,0
"MO, Dallas",2,3.0,3.0,2.5,2.5,2.0,2.0,2.0,66.45,70.65,0.5,2.24,0.59,0.4,3.23,34.0835,2,1,0.0,2,1305.1399999999999,0,2
"MO, Oregon",1,5.0,5.0,4.0,3.0,5.0,2.0,2.0,68.6,28.6,0.0,1.82,0.87,0.48,3.17,16.667,0,0,0.0,0,0.0,0,0
"MO, Maries",1,3.0,3.0,5.0,5.0,,1.0,1.0,54.3,,1.0,1.68,1.16,0.26,3.12,38.667,0,0,1.0,1,3250.0,0,1
"MO, Boone",10,3.4,3.2,3.3,2.56,4.0,2.6,2.4,64.15,57.59,1.78,2.45,0.92,0.57,3.92,48.680099999999996,3,33,10.0,10,103309.25,4,14
"MO, Barton",1,4.0,3.0,5.0,2.0,5.0,2.0,2.0,48.3,56.3,0.0,2.88,0.23,0.49,3.57,52.0,3,4,1.0,0,0.0,0,0
"MO, Douglas",1,4.0,4.0,4.0,5.0,2.0,3.0,4.0,58.6,18.2,0.0,2.1,0.3,0.79,3.21,31.333,1,7,0.0,0,0.0,0,0
"MO, Henry",3,2.67,3.33,3.0,1.67,4.5,1.33,1.33,58.67,,2.0,2.23,1.03,0.38,3.64,35.333333333333336,2,2,0.0,1,11768.25,0,1
"MO, Iron",2,2.0,2.5,3.0,3.0,,1.5,1.5,90.7,94.45,1.0,1.79,0.52,0.35,2.65,66.333,4,9,0.0,3,129881.7,1,4
"MO, Bates",2,2.5,2.5,3.5,2.5,4.5,2.0,2.0,52.55,37.5,0.0,1.96,0.84,0.47,3.25,67.3335,1,2,0.0,1,7660.0,0,1
"MO, Carroll",2,3.0,3.5,2.0,2.5,1.0,1.5,1.5,58.15,57.1,0.5,2.74,1.21,0.25,4.15,33.5,2,0,2.0,0,0.0,0,0
"MO, Jasper",9,3.38,3.38,2.75,2.62,3.43,2.5,2.5,53.41,53.74,1.44,2.16,0.87,0.49,3.5,42.10424999999999,7,11,8.0,6,68545.5,0,6
"MO, Clay",11,2.7,2.4,3.4,3.6,3.2,2.38,2.25,56.42,54.12,0.8,2.3,0.96,0.5,3.74,164.96990000000002,15,29,22.0,44,905453.59,7,51
"MO, Ozark",1,3.0,3.0,3.0,4.0,2.0,,,,,,,,,,47.333,1,0,1.0,0,0.0,0,0
"MO, Christian",3,4.33,4.0,4.0,3.67,3.67,2.67,2.67,66.8,65.9,2.0,2.09,0.59,0.57,3.23,26.222333333333335,0,5,2.0,3,6625.0,0,3
"MO, Randolph",3,1.0,1.67,2.0,2.0,1.5,1.33,1.67,79.2,70.0,0.0,1.93,0.41,0.36,2.65,214.33333333333334,13,14,1.0,9,368452.0,3,12
"MO, Montgomery",3,2.0,2.33,3.67,3.0,4.5,1.67,1.67,59.15,,1.0,2.17,0.68,0.41,3.26,96.72233333333334,1,7,0.0,2,21027.5,0,2
"MO, Buchanan",7,2.0,1.57,3.57,3.29,4.14,2.86,2.57,72.07,73.57,1.0,2.53,0.77,0.6,3.88,102.52371428571429,9,48,11.0,15,399179.07999999996,5,20
"MO, Cass",8,2.12,2.12,3.75,3.62,3.25,2.14,2.14,74.03,73.0,2.0,2.17,1.03,0.5,3.67,97.208375,7,30,12.0,14,431589.0,3,17
"MO, St. Louis City",17,1.44,1.75,3.27,3.8,2.5,1.53,1.53,65.13,59.3,2.29,2.21,0.68,0.34,3.22,119.83325,38,135,30.0,62,1574472.4700000002,12,74
"MO, Clinton",5,2.2,1.8,4.0,4.2,3.0,1.6,1.6,69.75,52.1,0.0,1.91,0.68,0.36,2.95,81.66659999999999,1,9,5.0,14,107068.04,2,16
"MO, Nodaway",4,2.0,2.75,2.0,1.75,3.0,2.0,2.25,71.9,100.0,0.33,2.2,0.84,0.56,3.57,51.33325,0,0,1.0,0,0.0,0,0
"MO, Lafayette",5,2.6,2.4,3.0,3.4,3.33,3.2,2.8,63.14,76.4,0.8,2.4,1.55,0.68,4.55,87.13340000000001,6,16,4.0,6,103155.5,2,8
"MO, Lewis",3,4.0,4.0,4.67,5.0,4.33,2.33,2.33,52.73,38.35,0.33,2.35,0.68,0.51,3.54,27.333333333333332,1,5,2.0,3,1950.0,0,3
"MO, Cooper",4,3.25,3.25,2.5,2.5,2.5,2.5,2.75,72.4,78.33,0.5,2.14,0.73,0.53,3.38,49.33325,0,8,2.0,4,125340.15,0,4
"MO, Carter",1,3.0,3.0,4.0,3.0,4.0,3.0,3.0,73.3,60.0,0.0,2.14,0.81,0.51,3.44,32.667,0,2,0.0,0,0.0,0,0
"MO, Osage",2,2.0,2.5,1.0,1.0,1.5,3.5,3.5,65.6,42.9,0.0,2.1,0.78,0.72,3.57,69.1665,0,0,0.0,0,0.0,0,0
"MO, Stoddard",7,3.43,3.71,3.14,3.14,3.67,2.14,2.29,61.77,61.42,0.67,2.16,0.87,0.68,3.67,27.085571428571427,0,1,0.0,2,10400.0,0,2
"MO, Shannon",1,4.0,3.0,5.0,5.0,4.0,3.0,3.0,67.4,42.9,3.0,1.96,0.69,0.72,3.33,43.333,0,0,0.0,0,0.0,0,0
"MO, Pulaski",3,2.67,2.67,2.67,2.67,2.0,3.0,3.0,53.33,70.0,2.0,2.3,0.82,0.62,3.73,46.889,0,1,0.0,1,3250.0,0,1
"MO, Platte",4,1.67,1.67,3.67,3.67,4.33,1.5,1.5,61.95,74.15,2.0,2.53,1.17,0.3,4.03,153.125,3,49,11.0,18,295756.95,5,23
"MO, Polk",4,3.25,3.5,2.25,3.0,2.0,3.0,2.5,65.82,50.63,0.75,2.55,0.83,0.52,3.89,30.83325,4,9,1.0,1,650.0,0,1
"MO, Scott",5,4.0,4.0,4.0,4.0,2.75,3.0,2.6,61.48,59.98,1.0,3.13,1.07,1.36,5.56,25.0668,0,1,3.0,3,15400.0,0,3
"MO, Taney",3,3.33,3.33,3.0,3.33,3.0,2.67,3.0,45.77,49.47,1.0,1.82,0.84,0.61,3.22,38.889,1,6,1.0,2,16250.0,0,2
"MO, Moniteau",3,4.0,4.67,3.67,4.0,2.0,1.67,1.67,58.5,55.53,1.67,1.93,0.61,0.77,3.2,21.333333333333332,1,2,0.0,0,0.0,0,0
"MO, Linn",2,2.5,2.5,3.0,3.0,5.0,3.0,3.0,60.45,44.8,1.0,2.27,0.64,0.62,3.52,59.667,4,4,0.0,5,36845.25,0,5
"MO, Wright",3,3.67,3.67,4.0,3.67,5.0,3.33,3.67,62.4,48.9,0.33,2.3,0.51,0.77,3.53,43.666666666666664,0,2,4.0,1,18583.5,0,1
"MO, Wayne",2,3.5,4.0,1.5,1.0,3.0,3.0,3.0,51.6,28.6,0.0,2.18,0.73,0.67,3.57,32.3335,0,0,0.0,2,2292.53,0,2
"MO, Pike",2,1.0,1.0,3.0,3.0,,,,,,,,,,,200.08300000000003,7,3,1.0,13,196142.19,3,16
"MO, Ralls",1,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.41,0.62,0.28,2.32,170.167,2,1,0.0,4,103701.0,2,6
"MO, St. Clair",2,1.5,2.5,2.0,2.0,1.0,1.0,1.0,,,,2.68,1.24,0.08,4.0,73.667,0,1,3.0,16,41471.53,1,17
"MO, Lincoln",4,2.25,2.0,3.75,4.25,1.5,2.0,2.5,49.45,45.93,1.75,1.64,0.58,0.55,2.73,160.25000000000003,11,43,0.0,3,135281.25,2,5
"MO, Callaway",4,2.75,3.0,3.5,3.5,3.0,2.0,2.25,69.55,46.65,1.0,1.64,0.74,0.53,2.9,53.9165,1,9,1.0,4,37196.25,0,4
"MO, Cedar",2,3.5,3.5,3.0,2.0,3.5,2.5,2.5,48.75,51.8,0.0,2.4,0.7,0.53,3.62,40.5,1,1,0.0,1,11940.5,0,1
"MO, Mc Donald",1,5.0,5.0,3.0,2.0,4.0,3.0,3.0,35.7,42.9,0.0,1.94,0.88,0.63,3.43,3.333,0,0,0.0,0,0.0,0,0
"MO, Barry",3,2.67,2.67,4.0,3.0,4.67,2.33,2.33,79.7,85.5,1.0,2.64,0.88,0.45,3.99,63.55566666666667,5,8,4.0,8,49985.76,0,8
"MO, Reynolds",1,5.0,4.0,5.0,5.0,,3.0,3.0,45.2,,0.0,2.61,0.47,0.55,3.62,28.0,1,0,0.0,0,0.0,0,0
"MO, Livingston",4,3.5,3.75,2.5,2.25,3.0,3.0,3.25,56.6,46.67,0.33,2.62,0.73,0.81,4.11,48.75,1,4,3.0,5,13325.0,2,7
"MO, Audrain",2,1.0,1.5,2.5,3.0,2.5,1.0,1.0,68.0,,2.0,2.35,0.59,0.29,3.25,107.3335,0,27,4.0,7,47245.34,0,7
"MO, Clark",1,4.0,4.0,4.0,4.0,4.0,3.0,3.0,45.0,37.5,1.0,2.14,0.35,0.7,3.16,18.0,0,0,0.0,2,10405.08,0,2
"MO, Ste. Genevieve",2,3.5,3.5,3.0,3.5,2.5,2.0,2.0,58.8,44.4,,2.12,0.64,0.39,3.14,42.6665,2,1,0.0,2,2948.1,0,2
"MO, Ripley",1,4.0,4.0,2.0,2.0,1.0,2.0,2.0,72.0,66.7,2.0,2.78,0.6,0.45,3.86,31.333,0,0,0.0,0,0.0,0,0
"MO, Gentry",1,3.0,4.0,4.0,1.0,5.0,1.0,1.0,51.3,33.3,0.0,2.65,0.72,0.43,3.79,20.0,0,2,1.0,2,3905.14,0,2
"MO, Saline",3,1.67,2.0,3.0,3.33,2.0,1.67,1.33,59.45,50.0,0.0,2.21,1.14,0.3,3.64,73.889,4,5,1.0,11,66308.89,1,12
"MO, Madison",2,3.5,4.0,3.0,3.0,,2.5,2.5,75.0,,1.0,2.44,0.45,0.56,3.43,20.3335,1,0,0.0,1,650.0,0,1
"MO, Washington",2,4.5,4.5,3.0,3.5,1.0,2.0,2.0,59.35,66.65,1.5,1.95,0.58,0.43,2.96,20.333,0,3,0.0,1,650.0,0,1
"MO, Howard",2,2.5,3.0,3.0,3.0,,2.0,2.0,62.65,40.0,0.5,1.01,0.35,0.36,1.68,42.3335,0,1,0.0,0,0.0,0,0
"MO, Webster",4,3.75,3.5,3.75,3.5,4.33,2.25,2.25,59.4,55.0,0.5,2.27,0.68,0.46,3.4,31.93325,1,0,2.0,3,15132.08,1,4
"MO, Dent",3,3.0,3.33,2.67,2.67,,1.0,1.0,,,,,,,,41.666666666666664,0,2,2.0,12,25680.08,0,12
"MO, Morgan",3,3.33,3.33,3.33,3.33,3.33,2.67,2.67,62.6,40.0,0.5,2.55,0.88,0.53,3.93,41.333333333333336,1,7,1.0,11,114589.8,0,11
"MO, Atchison",2,3.5,3.0,5.0,4.5,5.0,2.0,2.0,61.45,,0.5,2.42,1.21,0.42,4.0,43.6665,0,1,3.0,0,0.0,0,0
"MO, Gasconade",3,4.33,4.67,2.67,2.33,3.67,2.33,2.33,52.6,38.1,0.0,2.63,0.6,0.53,3.76,18.444333333333333,1,1,1.0,4,12690.29,0,4
"MO, Bollinger",1,3.0,3.0,4.0,4.0,4.0,3.0,3.0,63.4,30.0,0.0,2.23,0.43,0.71,3.35,34.667,0,0,0.0,0,0.0,0,0
"MO, Crawford",3,3.0,3.0,3.33,3.33,3.0,2.0,2.5,68.05,45.0,0.5,2.0,0.7,0.54,3.22,44.889,0,7,2.0,5,7800.0,0,5
"MO, Miller",4,3.5,3.25,3.75,3.75,3.0,2.67,2.67,58.93,36.65,1.67,2.84,0.64,0.51,3.99,36.25,1,3,1.0,4,4580.64,0,4
"MO, Benton",3,2.33,2.0,3.67,3.0,4.0,2.67,2.33,50.07,47.23,0.67,2.23,0.93,0.53,3.68,70.05566666666667,0,8,1.0,4,96060.9,0,4
"MO, Dade",2,3.5,4.0,4.5,4.0,5.0,2.5,2.5,44.1,20.0,1.0,2.88,0.82,0.56,4.2,35.667,3,1,1.0,14,32790.37,1,15
"MO, Monroe",1,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,36.0,0,1,1.0,5,26338.0,0,5
"MO, Shelby",2,3.0,2.5,2.5,1.5,3.0,3.5,3.0,53.3,66.65,2.0,3.06,0.88,0.63,4.56,72.0,0,3,1.0,1,650.0,1,2
"MO, Holt",2,4.0,4.0,4.0,4.5,3.5,3.0,3.0,55.35,66.7,1.0,2.67,0.69,0.6,3.93,25.333,0,0,1.0,0,0.0,0,0
"MO, Johnson",5,2.2,2.2,3.6,3.8,3.0,1.4,1.4,71.07,73.35,0.0,2.06,0.85,0.36,3.27,76.8332,2,4,0.0,14,97977.75,1,15
"MO, Caldwell",2,3.0,3.5,2.5,2.5,3.0,2.5,2.5,60.9,,0.0,2.31,0.35,0.6,3.22,30.3335,0,0,0.0,4,4585.53,1,5
"MO, Ray",2,2.0,2.5,2.5,1.5,5.0,2.0,1.5,69.2,85.7,1.0,2.25,0.79,0.38,3.41,69.0,0,5,4.0,3,16625.0,0,3
"MO, Perry",2,2.0,2.5,2.5,2.0,3.0,1.0,1.0,71.1,60.0,3.0,1.38,0.47,0.3,2.14,136.083,1,3,1.0,8,85249.53,0,8
"MO, Grundy",2,1.0,1.5,2.0,2.0,3.5,1.0,1.0,66.55,33.3,0.0,2.76,0.8,0.33,3.92,183.08300000000003,1,6,8.0,18,167670.45,3,21
"MO, Daviess",1,1.0,2.0,4.0,3.0,5.0,1.0,1.0,,,,3.12,0.51,0.32,3.9,60.333,1,5,1.0,1,650.0,0,1
"MO, De Kalb",1,1.0,2.0,2.0,2.0,,1.0,1.0,69.2,,2.0,2.19,0.7,0.19,3.09,83.333,0,1,0.0,1,5000.0,0,1
"MO, Knox",1,1.0,1.0,4.0,4.0,,1.0,1.0,43.8,,,2.37,0.45,0.45,3.25,126.5,0,3,1.0,5,87529.54,2,7
"MO, Worth",1,2.0,3.0,3.0,3.0,,1.0,1.0,,,,,,,,36.0,2,0,0.0,2,1625.0,1,3
"MO, Andrew",2,2.0,2.0,3.0,3.0,5.0,2.0,1.5,57.5,66.7,1.0,2.5,0.81,0.32,3.65,80.167,1,1,5.0,7,11418.71,0,7
"MO, Mercer",1,1.0,1.0,2.0,1.0,3.0,3.0,3.0,46.2,,0.0,2.59,1.08,0.71,4.33,124.0,0,3,1.0,3,2947.9,1,4
"MO, Harrison",1,1.0,1.0,2.0,2.0,,1.0,1.0,54.5,80.0,0.0,2.8,1.01,0.27,4.09,135.333,1,9,3.0,3,68525.19,2,5
"MO, Schuyler",1,3.0,2.0,5.0,3.0,5.0,2.0,2.0,32.4,,1.0,2.3,0.79,0.5,3.59,84.667,0,0,1.0,3,11375.0,0,3
"MO, Putnam",1,5.0,5.0,4.0,4.0,,2.0,2.0,51.2,40.0,0.0,2.14,0.43,0.4,2.99,15.333,0,1,0.0,1,650.0,0,1
"MT, Cascade",3,2.0,1.67,4.0,3.33,4.0,2.67,3.0,50.9,32.3,1.5,2.07,0.7,0.62,3.36,211.11100000000002,4,74,15.0,12,453129.78,1,13
"MT, Yellowstone",7,2.14,1.86,3.29,2.0,3.86,3.29,3.57,67.31,62.24,1.4,2.37,0.69,0.82,3.85,107.80942857142857,9,33,18.0,36,690322.75,2,38
"MT, Fergus",3,3.67,2.33,5.0,5.0,,4.0,4.67,43.0,34.43,0.0,2.81,0.37,1.29,4.39,136.88866666666667,8,13,1.0,9,212261.25,0,9
"MT, Flathead",6,2.83,2.67,3.5,3.17,3.8,3.0,3.17,62.7,63.58,1.0,1.86,0.67,0.89,3.37,70.22233333333334,7,32,3.0,8,311938.7,0,8
"MT, Missoula",4,3.75,3.0,4.5,4.0,4.67,3.75,4.5,65.03,60.87,0.5,2.26,0.37,1.04,3.63,51.5835,3,6,1.0,5,112065.25,0,5
"MT, Lincoln",2,4.5,4.0,4.5,4.5,4.0,4.0,4.5,55.05,41.45,0.5,2.11,0.6,1.11,3.74,30.6665,1,1,0.0,6,28209.260000000002,0,6
"MT, Lewis And Clark",3,4.0,3.33,4.33,3.0,4.67,3.67,4.33,60.8,60.0,1.0,2.4,0.78,0.93,4.11,46.833333333333336,4,15,1.0,5,91094.25,0,5
"MT, Park",1,3.0,2.0,5.0,5.0,5.0,3.0,4.0,64.9,80.0,,1.66,0.52,0.89,3.05,70.0,1,5,1.0,7,74331.84,0,7
"MT, Lake",3,4.33,3.67,4.33,4.33,5.0,4.33,4.33,57.33,56.4,0.0,2.37,0.71,1.54,4.3,20.444666666666667,1,0,0.0,19,87937.09,1,20
"MT, Carbon",1,1.0,2.0,2.0,2.0,,1.0,1.0,89.2,100.0,0.0,1.64,0.81,0.74,3.13,87.333,2,3,1.0,2,11279.39,0,2
"MT, Jefferson",1,3.0,3.0,4.0,2.0,5.0,2.0,2.0,72.5,42.9,2.0,1.54,0.66,0.46,2.68,46.667,8,0,0.0,1,655.14,0,1
"MT, Silver Bow",4,2.5,2.0,4.0,3.0,4.5,2.0,3.0,63.5,69.27,1.0,1.62,0.54,0.69,2.83,90.44433333333332,3,21,5.0,17,328519.45,1,18
"MT, Toole",1,2.0,3.0,2.0,2.0,,1.0,1.0,100.0,100.0,1.0,2.1,0.72,1.41,3.98,51.333,2,2,0.0,1,32994.0,0,1
"MT, Deer Lodge",1,5.0,4.0,4.0,4.0,,5.0,5.0,42.9,55.6,,3.23,0.91,1.11,5.36,21.333,0,0,0.0,1,650.0,0,1
"MT, Gallatin",2,3.5,2.5,3.5,2.0,4.5,3.5,3.5,66.45,55.7,0.0,3.09,0.97,0.76,4.83,58.0,0,0,1.0,2,37050.0,0,2
"MT, Dawson",2,3.5,2.5,3.5,3.5,,5.0,5.0,73.05,46.45,0.0,4.33,0.45,1.85,6.5,49.0,1,0,3.0,6,46292.6,0,6
"MT, Sanders",2,4.0,4.0,4.5,4.5,,2.0,2.0,41.7,50.0,,2.13,0.75,0.83,3.66,30.25,0,3,2.0,4,40737.0,0,4
"MT, Sheridan",1,5.0,4.0,5.0,5.0,,5.0,5.0,22.2,40.0,,2.89,0.41,1.16,4.34,19.333,0,0,0.0,1,650.0,0,1
"MT, Rosebud",1,5.0,3.0,5.0,5.0,,5.0,5.0,,,,3.27,0.12,3.11,5.99,46.667,0,0,1.0,3,42875.21,0,3
"MT, Roosevelt",1,5.0,4.0,5.0,5.0,,5.0,5.0,42.9,25.0,,3.64,0.43,1.58,5.48,22.0,0,0,1.0,2,1625.0,0,2
"MT, Wibaux",1,1.0,1.0,3.0,3.0,,1.0,1.0,72.4,,,1.53,0.59,0.44,2.52,114.333,1,8,9.0,5,61639.5,0,5
"MT, Custer",2,3.0,3.5,2.0,2.0,,2.5,2.5,27.3,0.0,0.0,2.16,0.74,0.96,3.84,39.667,3,0,0.0,6,16890.78,1,7
"MT, Powder River",1,5.0,3.0,5.0,5.0,,5.0,5.0,24.0,0.0,,3.28,0.17,1.32,4.66,41.0,0,0,1.0,2,20155.08,0,2
"MT, Stillwater",1,1.0,2.0,1.0,1.0,,3.0,3.0,62.1,80.0,0.0,2.39,0.74,0.69,3.81,41.333,0,2,0.0,1,25525.5,0,1
"MT, Valley",1,1.0,2.0,2.0,2.0,,1.0,1.0,,,,0.99,0.25,0.13,1.39,68.0,1,1,0.0,2,76705.14,1,3
"MT, Ravalli",3,4.33,4.67,4.33,3.67,5.0,2.67,3.0,56.85,50.0,0.5,2.17,0.92,0.9,3.89,11.777666666666667,0,1,0.0,27,89451.99,0,27
"MT, Glacier",2,3.5,3.0,4.5,4.5,,2.5,3.0,77.25,53.55,0.5,2.85,0.27,1.4,4.43,41.6665,5,5,1.0,4,161944.71,0,4
"MT, Hill",1,5.0,4.0,3.0,2.0,4.0,5.0,5.0,,,,4.48,0.61,1.35,6.39,18.667,0,0,0.0,2,34684.0,0,2
"MT, Pondera",1,5.0,4.0,5.0,5.0,,4.0,4.0,60.3,66.7,2.0,2.81,0.71,0.88,4.34,29.333,4,4,0.0,0,0.0,0,0
"MT, Richland",1,3.0,3.0,1.0,1.0,,5.0,5.0,,,1.0,3.29,0.3,1.56,5.02,47.333,2,1,0.0,1,11947.0,0,1
"MT, Beaverhead",1,3.0,3.0,3.0,2.0,4.0,3.0,4.0,48.6,25.0,,1.8,0.48,0.76,3.04,46.667,1,1,1.0,6,47425.5,0,6
"MT, Blaine",1,3.0,2.0,3.0,3.0,,5.0,5.0,47.2,16.7,1.0,3.01,0.37,1.5,4.74,54.667,0,0,0.0,8,88437.7,0,8
"MT, Big Horn",2,1.5,1.5,4.0,4.0,,2.0,3.0,84.6,20.0,,0.0,0.23,1.4,1.39,92.3335,2,3,1.0,25,167926.2,2,27
"MT, Phillips",1,1.0,1.0,1.0,1.0,,5.0,5.0,51.2,57.1,0.0,3.08,0.22,1.12,4.34,111.333,0,1,2.0,13,98379.67,1,14
"MT, Powell",1,1.0,1.0,2.0,2.0,,2.0,2.0,,,,2.02,0.96,0.45,3.44,219.167,2,3,9.0,5,107550.75,0,5
"MT, Madison",2,3.0,3.0,3.5,3.5,,3.0,3.0,45.85,38.35,,3.37,0.78,1.53,5.52,19.3335,1,0,0.0,3,16586.25,0,3
"NE, Lancaster",14,4.14,3.29,4.64,4.25,4.54,3.86,3.79,61.87,54.05,1.85,2.72,0.91,0.92,4.53,50.92857142857144,17,52,12.0,15,105823.89000000001,1,16
"NE, Douglas",25,3.4,2.76,4.32,4.0,4.21,3.64,3.72,56.33,44.43,1.26,2.61,0.74,0.89,4.21,72.52668000000001,47,229,18.0,28,477038.55,14,42
"NE, Richardson",3,3.0,3.0,4.0,3.67,4.0,2.67,2.67,56.8,71.4,0.0,2.23,1.06,0.55,3.82,49.111333333333334,3,9,2.0,6,13000.0,0,6
"NE, Polk",2,2.5,1.5,4.5,3.0,5.0,3.5,3.5,36.15,40.5,0.0,2.31,1.08,0.8,4.14,112.8335,0,0,5.0,6,53348.1,0,6
"NE, Box Butte",2,3.0,3.0,2.5,2.5,,2.5,2.5,33.8,20.0,0.0,3.64,1.15,0.83,5.61,45.0,0,1,0.0,0,0.0,0,0
"NE, Gage",3,2.67,1.33,5.0,4.67,5.0,3.67,3.67,42.7,30.0,0.0,2.06,1.08,0.82,3.88,105.11133333333333,5,7,5.0,6,44609.5,1,7
"NE, Phelps",3,4.0,2.67,4.33,3.33,5.0,4.0,4.0,37.3,12.5,0.0,2.39,0.92,0.82,4.08,52.888666666666666,0,1,3.0,4,34425.0,1,5
"NE, Scott Bluff",4,3.0,2.25,2.75,2.0,3.0,3.75,3.5,58.43,50.85,0.0,2.8,0.8,0.74,4.32,75.99975,21,42,7.0,11,157843.2,0,11
"NE, Adams",2,2.0,1.0,3.0,3.0,4.0,4.0,5.0,54.8,49.4,0.5,1.96,0.76,0.81,3.46,125.083,4,15,7.0,8,206986.0,3,11
"NE, Cedar",4,3.25,2.75,4.25,3.75,5.0,3.25,3.5,51.2,52.33,0.0,2.75,0.69,0.95,4.32,54.3335,19,8,5.0,16,70275.78,3,19
"NE, Butler",2,4.0,3.0,4.0,4.0,5.0,3.5,3.5,63.55,50.0,0.0,2.61,0.72,0.66,3.99,41.3335,1,4,0.0,0,0.0,0,0
"NE, Dakota",3,3.0,2.33,3.67,3.67,3.0,3.0,3.67,79.57,70.37,1.0,2.21,0.55,1.05,3.65,111.66666666666667,14,30,10.0,2,250829.89,1,3
"NE, Red Willow",1,4.0,3.0,4.0,4.0,4.0,4.0,4.0,45.9,33.3,0.0,4.24,0.51,0.79,5.57,41.333,2,5,1.0,0,0.0,0,0
"NE, Hall",5,1.6,1.2,3.0,2.2,3.6,3.0,3.0,59.2,53.15,5.33,2.53,0.81,0.65,4.04,110.9334,21,21,6.0,9,99094.39,4,13
"NE, Lincoln",4,4.25,3.5,3.75,2.75,4.0,4.0,4.25,42.0,26.2,10.0,2.55,0.57,0.93,4.0,42.00025,9,3,0.0,2,10400.0,0,2
"NE, Madison",5,4.0,3.8,4.8,4.6,4.67,3.4,3.8,57.28,47.34,0.25,2.01,0.49,0.97,3.37,33.4668,24,1,4.0,5,58155.0,5,10
"NE, Keith",1,2.0,1.0,3.0,2.0,4.0,4.0,5.0,51.6,42.9,1.0,1.85,0.22,1.16,3.19,86.667,7,1,3.0,0,0.0,0,0
"NE, Platte",2,3.5,3.0,4.0,2.5,4.5,3.5,3.5,52.9,63.6,1.0,3.0,0.87,0.62,4.49,44.0,2,4,3.0,3,11387.75,0,3
"NE, Dawson",3,2.67,2.0,3.0,2.33,3.0,3.67,3.67,67.9,72.03,0.5,2.44,0.62,0.84,3.88,104.16699999999999,7,39,1.0,4,162350.5,0,4
"NE, Franklin",1,3.0,2.0,3.0,3.0,,4.0,5.0,51.9,20.0,2.0,2.02,0.71,1.12,3.68,55.333,2,3,0.0,1,650.0,0,1
"NE, Stanton",1,5.0,3.0,5.0,5.0,,4.0,3.0,,,,2.91,1.23,0.65,4.75,43.333,2,0,1.0,17,51475.1,0,17
"NE, Cass",2,2.5,3.0,2.0,1.5,3.0,2.0,2.0,60.1,61.35,0.0,2.16,0.67,0.49,3.31,53.6665,3,12,4.0,1,650.0,1,2
"NE, Holt",3,3.0,3.0,3.0,2.33,3.5,4.0,4.67,49.8,46.53,0.0,2.23,0.57,1.04,3.74,46.22233333333333,7,5,1.0,1,9750.0,0,1
"NE, Otoe",3,3.67,3.0,3.33,2.33,4.0,3.0,3.33,52.93,40.63,0.0,2.5,0.6,0.75,3.82,54.889,6,15,0.0,4,102760.6,2,6
"NE, Nemaha",1,5.0,4.0,5.0,4.0,5.0,3.0,3.0,36.2,41.7,0.0,1.95,1.07,0.72,3.69,29.333,0,0,1.0,0,0.0,0,0
